"REF_DATE","GEO","DGUID","Lender type","Characteristics of outstanding residential mortgage loans","Residential mortgage loans outstanding","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-01","Canada","2021A000011124","Credit Unions","More than 10 years and up to 15 years, insured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992120","1.2.7.1","3054665","","","","0"
"2020-01","Canada","2021A000011124","Credit Unions","More than 10 years and up to 15 years, insured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992360","1.2.7.2","26936","","","","0"
"2020-01","Canada","2021A000011124","Credit Unions","More than 15 years and up to 20 years, insured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992121","1.2.8.1","11896754","","","","0"
"2020-01","Canada","2021A000011124","Credit Unions","More than 15 years and up to 20 years, insured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992361","1.2.8.2","72556","","","","0"
"2020-01","Canada","2021A000011124","Credit Unions","More than 20 years, insured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992122","1.2.9.1","42775245","","","","0"
"2020-01","Canada","2021A000011124","Credit Unions","More than 20 years, insured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992362","1.2.9.2","195189","","","","0"
"2020-01","Canada","2021A000011124","Credit Unions","Non-amortized mortgages, insured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992123","1.2.10.1","0","","","","0"
"2020-01","Canada","2021A000011124","Credit Unions","Non-amortized mortgages, insured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992363","1.2.10.2","0","","","","0"
"2020-01","Canada","2021A000011124","Credit Unions","Total uninsured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992124","1.2.11.1","151671121","","","","0"
"2020-01","Canada","2021A000011124","Credit Unions","Total uninsured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992364","1.2.11.2","971662","","","","0"
"2020-01","Canada","2021A000011124","Credit Unions","5 years of less, uninsured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992125","1.2.12.1","5887307","","","","0"
"2020-01","Canada","2021A000011124","Credit Unions","5 years of less, uninsured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992365","1.2.12.2","138075","","","","0"
"2020-01","Canada","2021A000011124","Credit Unions","More than 5 years and up to 10 years, uninsured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992126","1.2.13.1","7174422","","","","0"
"2020-01","Canada","2021A000011124","Credit Unions","More than 5 years and up to 10 years, uninsured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992366","1.2.13.2","116225","","","","0"
"2020-01","Canada","2021A000011124","Credit Unions","More than 10 years and up to 15 years, uninsured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992127","1.2.14.1","13111702","","","","0"
"2020-01","Canada","2021A000011124","Credit Unions","More than 10 years and up to 15 years, uninsured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992367","1.2.14.2","128877","","","","0"
"2020-01","Canada","2021A000011124","Credit Unions","More than 15 years and up to 20 years, uninsured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992128","1.2.15.1","26798614","","","","0"
"2020-01","Canada","2021A000011124","Credit Unions","More than 15 years and up to 20 years, uninsured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992368","1.2.15.2","146408","","","","0"
"2020-01","Canada","2021A000011124","Credit Unions","More than 20 years, uninsured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992129","1.2.16.1","98699075","","","","0"
"2020-01","Canada","2021A000011124","Credit Unions","More than 20 years, uninsured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992369","1.2.16.2","442077","","","","0"
"2020-01","Canada","2021A000011124","Credit Unions","Non-amortized mortgages, uninsured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992130","1.2.17.1","0","","","","0"
"2020-01","Canada","2021A000011124","Credit Unions","Non-amortized mortgages, uninsured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992370","1.2.17.2","0","","","","0"
"2020-01","Canada","2021A000011124","Credit Unions","Total insured outstanding residential mortgages by total debt service (TDS) ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992131","1.2.18.1","59149325","","","","0"
"2020-01","Canada","2021A000011124","Credit Unions","Total insured outstanding residential mortgages by total debt service (TDS) ratio","Number of mortgages outstanding","Number","223","units","0","v1374992371","1.2.18.2","319178","","","","0"
"2020-01","Canada","2021A000011124","Credit Unions","30% or less, insured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992132","1.2.19.1","15045019","","","","0"
"2020-01","Canada","2021A000011124","Credit Unions","30% or less, insured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992372","1.2.19.2","92607","","","","0"
"2020-01","Canada","2021A000011124","Credit Unions","More than 30% and up to 35%, insured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992133","1.2.20.1","11982596","","","","0"
"2020-01","Canada","2021A000011124","Credit Unions","More than 30% and up to 35%, insured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992373","1.2.20.2","65276","","","","0"
"2020-01","Canada","2021A000011124","Credit Unions","More than 35% and up to 40%, insured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992134","1.2.21.1","16761974","","","","0"
"2020-01","Canada","2021A000011124","Credit Unions","More than 35% and up to 40%, insured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992374","1.2.21.2","86299","","","","0"
"2020-01","Canada","2021A000011124","Credit Unions","More than 40% and up to 45%, insured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992135","1.2.22.1","11341943","","","","0"
"2020-01","Canada","2021A000011124","Credit Unions","More than 40% and up to 45%, insured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992375","1.2.22.2","55697","","","","0"
"2020-01","Canada","2021A000011124","Credit Unions","More than 45% and up to 50%, insured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992136","1.2.23.1","1187727","","","","0"
"2020-01","Canada","2021A000011124","Credit Unions","More than 45% and up to 50%, insured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992376","1.2.23.2","5689","","","","0"
"2020-01","Canada","2021A000011124","Credit Unions","More than 50% and up to 55%, insured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992137","1.2.24.1","733813","","","","0"
"2020-01","Canada","2021A000011124","Credit Unions","More than 50% and up to 55%, insured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992377","1.2.24.2","3586","","","","0"
"2020-01","Canada","2021A000011124","Credit Unions","More than 55% and up to 60%, insured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992138","1.2.25.1","477166","","","","0"
"2020-01","Canada","2021A000011124","Credit Unions","More than 55% and up to 60%, insured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992378","1.2.25.2","2407","","","","0"
"2020-01","Canada","2021A000011124","Credit Unions","More than 60%, insured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992139","1.2.26.1","1619086","","","","0"
"2020-01","Canada","2021A000011124","Credit Unions","More than 60%, insured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992379","1.2.26.2","7617","","","","0"
"2020-01","Canada","2021A000011124","Credit Unions","Total uninsured outstanding residential mortgages by total debt service (TDS) ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992140","1.2.27.1","151671121","","","","0"
"2020-01","Canada","2021A000011124","Credit Unions","Total uninsured outstanding residential mortgages by total debt service (TDS) ratio","Number of mortgages outstanding","Number","223","units","0","v1374992380","1.2.27.2","971662","","","","0"
"2020-01","Canada","2021A000011124","Credit Unions","30% or less, uninsured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992141","1.2.28.1","51127532","","","","0"
"2020-01","Canada","2021A000011124","Credit Unions","30% or less, uninsured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992381","1.2.28.2","395267","","","","0"
"2020-01","Canada","2021A000011124","Credit Unions","More than 30% and up to 35%, uninsured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992142","1.2.29.1","27831287","","","","0"
"2020-01","Canada","2021A000011124","Credit Unions","More than 30% and up to 35%, uninsured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992382","1.2.29.2","179458","","","","0"
"2020-01","Canada","2021A000011124","Credit Unions","More than 35% and up to 40%, uninsured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992143","1.2.30.1","32186891","","","","0"
"2020-01","Canada","2021A000011124","Credit Unions","More than 35% and up to 40%, uninsured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992383","1.2.30.2","183314","","","","0"
